college_id,name,lat,lon,state,type,control,acceptance,enrollment,tuition,url
lewis-clark-state-college_ID_46.412_-117.025,Lewis-Clark State College,46.412199,-117.024875,ID,Public Regional Universities,Public,89.8%,"2,277","$7,388.00",www.lcsc.edu
northwest-nazarene-university_ID_43.562_-116.566,Northwest Nazarene University,43.562411,-116.565783,ID,Elite Private Universities,Private Nonprofit,62.9%,"1,138","$39,370.00",www.nnu.edu
brigham-young-university-idaho_ID_43.818_-111.782,Brigham Young University-Idaho,43.818408,-111.782431,ID,Elite Private Universities,Private Nonprofit,97.0%,"42,090","$4,656.00",www.byui.edu
college-of-southern-idaho_ID_42.580_-114.474,College of Southern Idaho,42.579837,-114.473901,ID,Community Colleges,Public,,"3,476","$3,360.00",www.csi.edu
adler-university_IL_41.882_-87.629,Adler University,41.882414,-87.629156,IL,Elite Private Universities,Private Nonprofit,,9,,www.adler.edu
american-academy-of-art-college_IL_41.877_-87.625,American Academy of Art College,41.87742,-87.624788,IL,Online / For-Profit,Private For-profit,,90,"$39,510.00",www.aaart.edu
american-islamic-college_IL_41.955_-87.647,American Islamic College,41.954969,-87.646898,IL,Private Liberal Arts Colleges,Private Nonprofit,100.0%,6,"$7,650.00",www.aicusa.edu
school-of-the-art-institute-of-chicago_IL_41.881_-87.626,School of the Art Institute of Chicago,41.88105,-87.625758,IL,Business / Arts / Specialty Schools,Private Nonprofit,76.4%,"2,762","$54,530.00",www.saic.edu
augustana-college_IL_41.502_-90.551,Augustana College,41.502365,-90.55057,IL,Private Liberal Arts Colleges,Private Nonprofit,67.7%,"2,418","$49,834.00",www.augustana.edu
aurora-university_IL_41.754_-88.349,Aurora University,41.753631,-88.349023,IL,Elite Private Universities,Private Nonprofit,85.1%,"4,021","$28,220.00",aurora.edu
bethany-theological-seminary_IN_39.826_-84.911,Bethany Theological Seminary,39.826244,-84.910689,IN,Faith-Based,Private Nonprofit,,,,www.bethanyseminary.edu
blackburn-college_IL_39.288_-89.870,Blackburn College,39.287896,-89.870241,IL,Private Liberal Arts Colleges,Private Nonprofit,80.1%,341,"$26,758.00",www.blackburn.edu
blessing-rieman-college-of-nursing-and-health-sciences_IL_39.950_-91.357,Blessing Rieman College of Nursing and Health Sciences,39.949641,-91.357497,IL,Health & Medical Colleges,Private Nonprofit,,176,,www.brcn.edu
bradley-university_IL_40.697_-89.617,Bradley University,40.696896,-89.616786,IL,Elite Private Universities,Private Nonprofit,76.7%,"3,865","$39,680.00",www.bradley.edu
carl-sandburg-college_IL_40.981_-90.408,Carl Sandburg College,40.98128,-90.408203,IL,Community Colleges,Public,,"1,124","$5,300.00",www.sandburg.edu
catholic-theological-union-at-chicago_IL_41.798_-87.586,Catholic Theological Union at Chicago,41.797895,-87.585989,IL,Faith-Based,Private Nonprofit,,,,www.ctu.edu
midwestern-university-downers-grove_IL_41.828_-87.998,Midwestern University-Downers Grove,41.828115,-87.998342,IL,Elite Private Universities,Private Nonprofit,,,,www.midwestern.edu
the-chicago-school-at-chicago_IL_41.888_-87.634,The Chicago School at Chicago,41.888293,-87.63379,IL,Public Regional Universities,Private Nonprofit,33.3%,31,"$20,844.00",www.thechicagoschool.edu/in-the-community/locations
chicago-state-university_IL_41.718_-87.609,Chicago State University,41.718446,-87.609384,IL,Public Regional Universities,Public,40.5%,"1,414","$12,754.00",www.csu.edu
chicago-theological-seminary_IL_41.786_-87.591,Chicago Theological Seminary,41.785701,-87.591178,IL,Faith-Based,Private Nonprofit,,,,www.ctschicago.edu
university-of-chicago_IL_41.788_-87.600,University of Chicago,41.787994,-87.599539,IL,Elite Private Universities,Private Nonprofit,4.8%,"7,540","$66,939.00",www.uchicago.edu
city-colleges-of-chicago-harold-washington-college_IL_41.886_-87.627,City Colleges of Chicago-Harold Washington College,41.886067,-87.626596,IL,Community Colleges,Public,,"4,146","$4,380.00",www.ccc.edu/colleges/washington/pages/default.aspx
city-colleges-of-chicago-wilbur-wright-college_IL_41.959_-87.788,City Colleges of Chicago-Wilbur Wright College,41.958774,-87.787868,IL,Community Colleges,Public,,"4,186","$4,380.00",ccc.edu/colleges/wright/pages/default.aspx
columbia-college-chicago_IL_41.874_-87.625,Columbia College Chicago,41.874261,-87.624667,IL,Private Liberal Arts Colleges,Private Nonprofit,91.2%,"6,294","$32,520.00",www.colum.edu
concordia-university-chicago_IL_41.899_-87.809,Concordia University-Chicago,41.898696,-87.809482,IL,Elite Private Universities,Private Nonprofit,93.4%,"1,337","$36,258.00",www.cuchicago.edu
depaul-university_IL_41.878_-87.627,DePaul University,41.877618,-87.62724,IL,Elite Private Universities,Private Nonprofit,73.5%,"14,283","$44,460.00",www.depaul.edu
college-of-dupage_IL_41.842_-88.072,College of DuPage,41.841577,-88.071635,IL,Community Colleges,Public,,"15,185","$4,320.00",www.cod.edu
east-west-university_IL_41.871_-87.625,East-West University,41.871309,-87.624793,IL,Elite Private Universities,Private Nonprofit,,528,"$26,100.00",www.eastwest.edu
eastern-illinois-university_IL_39.480_-88.176,Eastern Illinois University,39.479843,-88.175658,IL,Public Regional Universities,Public,67.8%,"4,398","$13,403.00",www.eiu.edu
elmhurst-university_IL_41.897_-87.945,Elmhurst University,41.897164,-87.945369,IL,Elite Private Universities,Private Nonprofit,75.7%,"2,954","$41,628.00",www.elmhurst.edu
eureka-college_IL_40.715_-89.270,Eureka College,40.71482,-89.269624,IL,Private Liberal Arts Colleges,Private Nonprofit,88.5%,522,"$28,400.00",www.eureka.edu
fox-college_IL_41.564_-87.785,Fox College,41.563842,-87.785169,IL,Online / For-Profit,Private For-profit,76.6%,239,"$17,190.00",www.foxcollege.edu
garrett-evangelical-theological-seminary_IL_42.056_-87.675,Garrett-Evangelical Theological Seminary,42.056221,-87.675497,IL,Faith-Based,Private Nonprofit,,,,www.garrett.edu
governors-state-university_IL_41.449_-87.716,Governors State University,41.449103,-87.716441,IL,Public Regional Universities,Public,,"2,518","$11,320.00",www.govst.edu
greenville-university_IL_38.894_-89.408,Greenville University,38.894162,-89.40824,IL,Elite Private Universities,Private Nonprofit,95.4%,873,"$30,598.00",www.greenville.edu
hebrew-theological-college_IL_42.010_-87.761,Hebrew Theological College,42.010103,-87.760874,IL,Faith-Based,Private Nonprofit,92.0%,81,"$14,700.00",www.htc.edu
rosalind-franklin-university-of-medicine-and-science_IL_42.300_-87.860,Rosalind Franklin University of Medicine and Science,42.300069,-87.859632,IL,Health & Medical Colleges,Private Nonprofit,,,,www.rosalindfranklin.edu
university-of-illinois-chicago_IL_41.872_-87.651,University of Illinois Chicago,41.871837,-87.650503,IL,Public Flagship Universities,Public,78.5%,"21,814","$14,338.00",www.uic.edu
benedictine-university_IL_41.778_-88.097,Benedictine University,41.777569,-88.097307,IL,Elite Private Universities,Private Nonprofit,77.2%,"1,817","$34,290.00",ben.edu
illinois-college-of-optometry_IL_41.835_-87.623,Illinois College of Optometry,41.835447,-87.623016,IL,Health & Medical Colleges,Private Nonprofit,,,,www.ico.edu
university-of-illinois-urbana-champaign_IL_40.105_-88.229,University of Illinois Urbana-Champaign,40.104718,-88.229114,IL,Public Flagship Universities,Public,43.7%,"34,623","$16,004.00",www.illinois.edu
illinois-wesleyan-university_IL_40.490_-88.992,Illinois Wesleyan University,40.489901,-88.992014,IL,Elite Private Universities,Private Nonprofit,45.2%,"1,570","$55,704.00",www.iwu.edu
illinois-central-college_IL_40.707_-89.525,Illinois Central College,40.707235,-89.52485,IL,Community Colleges,Public,,"4,909","$4,650.00",icc.edu
illinois-college_IL_39.731_-90.246,Illinois College,39.7313,-90.246171,IL,Private Liberal Arts Colleges,Private Nonprofit,74.7%,925,"$37,470.00",www.ic.edu
illinois-institute-of-technology_IL_41.831_-87.627,Illinois Institute of Technology,41.8313,-87.627321,IL,STEM / Technology Institutes,Private Nonprofit,55.4%,"2,812","$51,763.00",www.iit.edu
illinois-state-university_IL_40.509_-88.990,Illinois State University,40.509403,-88.990058,IL,Public Flagship Universities,Public,89.0%,"18,414","$16,021.00",illinoisstate.edu
institute-for-clinical-social-work_IL_41.972_-87.663,Institute for Clinical Social Work,41.972414,-87.662806,IL,Public Regional Universities,Private Nonprofit,,,,www.icsw.edu
john-a-logan-college_IL_37.747_-89.090,John A Logan College,37.747453,-89.09021,IL,Community Colleges,Public,,"2,018","$4,630.00",www.jalc.edu
john-wood-community-college_IL_39.914_-91.336,John Wood Community College,39.913741,-91.335828,IL,Community Colleges,Public,,"1,387","$5,700.00",www.jwcc.edu
judson-university_IL_42.062_-88.291,Judson University,42.061754,-88.291336,IL,Elite Private Universities,Private Nonprofit,63.1%,780,"$30,910.00",www.judsonu.edu
knox-college_IL_40.943_-90.373,Knox College,40.943064,-90.373165,IL,Private Liberal Arts Colleges,Private Nonprofit,71.1%,997,"$55,587.00",www.knox.edu
lake-forest-college_IL_42.250_-87.827,Lake Forest College,42.249574,-87.827454,IL,Private Liberal Arts Colleges,Private Nonprofit,59.4%,"1,782","$54,202.00",www.lakeforest.edu
lake-forest-graduate-school-of-management_IL_42.243_-87.893,Lake Forest Graduate School of Management,42.243432,-87.893204,IL,Business / Arts / Specialty Schools,Private Nonprofit,,,,lfgsm.edu
lakeview-college-of-nursing_IL_40.139_-87.644,Lakeview College of Nursing,40.13855,-87.644379,IL,Health & Medical Colleges,Private Nonprofit,,81,,lcn.edu
lewis-university_IL_41.605_-88.079,Lewis University,41.605432,-88.079032,IL,Elite Private Universities,Private Nonprofit,72.7%,"3,665","$37,882.00",www.lewisu.edu
lincoln-christian-university_IL_40.149_-89.347,Lincoln Christian University,40.148924,-89.346721,IL,Faith-Based,Private Nonprofit,,44,"$15,400.00",www.lincolnchristian.edu
loyola-university-chicago_IL_42.001_-87.657,Loyola University Chicago,42.000765,-87.656872,IL,Elite Private Universities,Private Nonprofit,81.4%,"11,576","$51,716.00",www.luc.edu
lutheran-school-of-theology-at-chicago_IL_41.798_-87.586,Lutheran School of Theology at Chicago,41.797895,-87.585989,IL,Faith-Based,Private Nonprofit,,,,www.lstc.edu
trinity-college-of-nursing-health-sciences_IL_41.485_-90.569,Trinity College of Nursing & Health Sciences,41.484924,-90.568862,IL,Health & Medical Colleges,Private Nonprofit,,59,,www.trinitycollegeqc.edu/default.aspx
generations-college_IL_41.882_-87.627,Generations College,41.881773,-87.626675,IL,Community Colleges,Private Nonprofit,,317,"$12,700.00",www.generations.edu
mccormick-theological-seminary_IL_41.798_-87.586,McCormick Theological Seminary,41.797895,-87.585989,IL,Faith-Based,Private Nonprofit,,,,www.mccormick.edu
mckendree-university_IL_38.608_-89.817,McKendree University,38.608154,-89.816822,IL,Elite Private Universities,Private Nonprofit,63.9%,"1,600","$34,070.00",www.mckendree.edu
meadville-theological-school-of-lombard-college_IL_41.885_-87.627,Meadville Theological School of Lombard College,41.885452,-87.62671,IL,Faith-Based,Private Nonprofit,,,,www.meadville.edu
methodist-college_IL_40.780_-89.683,Methodist College,40.7804,-89.682864,IL,Faith-Based,Private Nonprofit,31.1%,374,"$18,008.00",www.methodistcol.edu
millikin-university_IL_39.843_-88.976,Millikin University,39.842612,-88.976298,IL,Elite Private Universities,Private Nonprofit,54.0%,"1,458","$26,892.00",millikin.edu
monmouth-college_IL_40.915_-90.637,Monmouth College,40.914824,-90.63731,IL,Private Liberal Arts Colleges,Private Nonprofit,86.6%,725,"$43,520.00",www.monmouthcollege.edu
moody-bible-institute_IL_41.898_-87.633,Moody Bible Institute,41.897822,-87.633459,IL,Faith-Based,Private Nonprofit,97.5%,"1,586","$15,356.00",www.moody.edu
morrison-institute-of-technology_IL_41.797_-89.966,Morrison Institute of Technology,41.7971,-89.965963,IL,Community Colleges,Private Nonprofit,,54,"$19,900.00",www.morrisontech.edu
morton-college_IL_41.824_-87.762,Morton College,41.824303,-87.762306,IL,Community Colleges,Public,,"2,593","$4,884.00",www.morton.edu
national-louis-university_IL_41.880_-87.625,National Louis University,41.880093,-87.624699,IL,Elite Private Universities,Private Nonprofit,93.1%,"4,100","$12,345.00",www.nl.edu
national-university-of-health-sciences_IL_41.862_-88.013,National University of Health Sciences,41.861697,-88.013171,IL,Health & Medical Colleges,Private Nonprofit,,22,,www.nuhs.edu
north-central-college_IL_41.776_-88.143,North Central College,41.77576,-88.14279,IL,Private Liberal Arts Colleges,Private Nonprofit,58.3%,"2,360","$44,394.00",northcentralcollege.edu
north-park-university_IL_41.975_-87.710,North Park University,41.975268,-87.709948,IL,Elite Private Universities,Private Nonprofit,72.8%,"1,844","$35,325.00",www.northpark.edu
northern-baptist-theological-seminary_IL_41.809_-88.056,Northern Baptist Theological Seminary,41.809104,-88.056162,IL,Faith-Based,Private Nonprofit,,,,www.seminary.edu
northern-illinois-university_IL_41.934_-88.766,Northern Illinois University,41.933869,-88.766428,IL,Public Regional Universities,Public,70.5%,"11,277","$12,700.00",www.niu.edu
northwestern-university_IL_42.050_-87.680,Northwestern University,42.050356,-87.679858,IL,Elite Private Universities,Private Nonprofit,7.1%,"8,960","$65,997.00",www.northwestern.edu
northeastern-illinois-university_IL_41.980_-87.719,Northeastern Illinois University,41.980399,-87.718983,IL,Public Regional Universities,Public,70.4%,"3,869","$12,383.00",www.neiu.edu
olivet-nazarene-university_IL_41.155_-87.875,Olivet Nazarene University,41.155237,-87.875165,IL,Elite Private Universities,Private Nonprofit,66.9%,"2,485","$37,940.00",www.olivet.edu
principia-college_IL_38.949_-90.350,Principia College,38.948835,-90.350285,IL,Private Liberal Arts Colleges,Private Nonprofit,44.4%,337,"$33,280.00",www.principiacollege.edu
quincy-university_IL_39.939_-91.386,Quincy University,39.938898,-91.385975,IL,Elite Private Universities,Private Nonprofit,49.9%,"1,038","$35,740.00",www.quincy.edu
rock-valley-college_IL_42.306_-88.994,Rock Valley College,42.306174,-88.993544,IL,Community Colleges,Public,,"4,362","$4,274.00",www.rockvalleycollege.edu
rockford-university_IL_42.271_-89.020,Rockford University,42.270639,-89.019536,IL,Elite Private Universities,Private Nonprofit,57.2%,956,"$37,300.00",www.rockford.edu
roosevelt-university_IL_41.876_-87.625,Roosevelt University,41.876055,-87.624952,IL,Elite Private Universities,Private Nonprofit,94.3%,"2,583","$20,280.00",www.roosevelt.edu
dominican-university_IL_41.903_-87.823,Dominican University,41.902678,-87.823003,IL,Elite Private Universities,Private Nonprofit,79.8%,"2,271","$37,844.00",www.dom.edu
rush-university_IL_41.875_-87.669,Rush University,41.874742,-87.668581,IL,Elite Private Universities,Private Nonprofit,,120,,www.rushu.rush.edu
saint-francis-medical-center-college-of-nursing_IL_40.701_-89.590,Saint Francis Medical Center College of Nursing,40.701241,-89.590322,IL,Health & Medical Colleges,Private Nonprofit,,267,,www.sfmccon.edu
university-of-st-francis_IL_41.532_-88.096,University of St Francis,41.532225,-88.096057,IL,Elite Private Universities,Private Nonprofit,63.9%,"1,292","$37,000.00",www.stfrancis.edu
st-john-s-college-department-of-nursing_IL_39.808_-89.645,St. John's College-Department of Nursing,39.807602,-89.64532,IL,Health & Medical Colleges,Private Nonprofit,,76,,www.hshs.org/stjohnscollege
saint-xavier-university_IL_41.707_-87.715,Saint Xavier University,41.707199,-87.714749,IL,Elite Private Universities,Private Nonprofit,85.8%,"3,030","$36,840.00",www.sxu.edu
university-of-illinois-springfield_IL_39.730_-89.617,University of Illinois Springfield,39.729524,-89.616796,IL,Public Flagship Universities,Public,84.4%,"2,292","$12,252.00",www.uis.edu
st-augustine-college_IL_41.972_-87.663,St. Augustine College,41.972414,-87.662806,IL,Community Colleges,Private Nonprofit,,749,"$13,288.00",www.staugustine.edu
university-of-saint-mary-of-the-lake_IL_42.281_-88.000,University of Saint Mary of the Lake,42.280702,-88.000262,IL,Elite Private Universities,Private Nonprofit,,,,usml.edu
spertus-college_IL_41.874_-87.625,Spertus College,41.873881,-87.624785,IL,Private Liberal Arts Colleges,Private Nonprofit,,,,www.spertus.edu
saint-anthony-college-of-nursing_IL_42.310_-88.992,Saint Anthony College of Nursing,42.310147,-88.991968,IL,Health & Medical Colleges,Private Nonprofit,100.0%,152,"$27,811.00",www.sacn.edu
southern-illinois-university-carbondale_IL_37.714_-89.217,Southern Illinois University-Carbondale,37.714193,-89.217273,IL,Public Regional Universities,Public,90.4%,"8,116","$13,244.00",siu.edu
southern-illinois-university-edwardsville_IL_38.794_-89.998,Southern Illinois University-Edwardsville,38.793949,-89.997779,IL,Public Regional Universities,Public,97.2%,"8,836","$12,922.00",www.siue.edu
